Delivered,Undelivered,AvgWait,P90Wait,AvgRide,AvgTotal,MeanOccupancy,EmptyTravelDistance,BusCount,DeliveredCoV
680,776,8984.40,19540.00,3648.77,12633.18,15.44,3079.65,3,0.1331
