RequestId,OriginStop,DestStop,SpawnTime,BoardTime,AlightTime,Wait,Ride,Total
386,6,0,25330.0,39935.0,45785.0,14605.0,5850.0,20455.0
387,6,5,25335.0,39935.0,46405.0,14600.0,6470.0,21070.0
388,6,0,25380.0,39935.0,45785.0,14555.0,5850.0,20405.0
389,7,9,25400.0,34895.0,36745.0,9495.0,1850.0,11345.0
390,0,6,25415.0,35860.0,37640.0,10445.0,1780.0,12225.0
391,6,9,25415.0,39935.0,46150.0,14520.0,6215.0,20735.0
392,6,0,25455.0,39935.0,45785.0,14480.0,5850.0,20330.0
393,6,3,25460.0,39935.0,40450.0,14475.0,515.0,14990.0
394,3,0,25465.0,31040.0,36375.0,5575.0,5335.0,10910.0
395,6,3,25465.0,39935.0,40450.0,14470.0,515.0,14985.0
396,4,6,25495.0,31820.0,32300.0,6325.0,480.0,6805.0
397,6,0,25530.0,39935.0,45785.0,14405.0,5850.0,20255.0
398,4,6,25540.0,37160.0,37640.0,11620.0,480.0,12100.0
399,5,6,25540.0,36485.0,37640.0,10945.0,1155.0,12100.0
400,1,9,25580.0,28700.0,30890.0,3120.0,2190.0,5310.0
401,6,2,25585.0,39935.0,41415.0,14350.0,1480.0,15830.0
402,0,6,25600.0,35860.0,37640.0,10260.0,1780.0,12040.0
403,0,9,25610.0,35860.0,36225.0,10250.0,365.0,10615.0
404,6,5,25650.0,39935.0,46405.0,14285.0,6470.0,20755.0
405,6,0,25675.0,45270.0,51125.0,19595.0,5855.0,25450.0
406,8,6,25710.0,29675.0,30525.0,3965.0,850.0,4815.0
407,0,6,25720.0,35860.0,37640.0,10140.0,1780.0,11920.0
408,0,5,25730.0,35860.0,36485.0,10130.0,625.0,10755.0
409,6,8,25730.0,45270.0,52050.0,19540.0,6780.0,26320.0
410,2,0,25770.0,31490.0,35860.0,5720.0,4370.0,10090.0
411,6,2,25780.0,45270.0,46750.0,19490.0,1480.0,20970.0
412,6,5,25810.0,45270.0,51745.0,19460.0,6475.0,25935.0
413,6,4,25820.0,45270.0,52420.0,19450.0,7150.0,26600.0
414,0,7,25845.0,35860.0,42010.0,10015.0,6150.0,16165.0
415,0,3,25850.0,36375.0,38670.0,10525.0,2295.0,12820.0
416,8,1,25850.0,31450.0,36330.0,5600.0,4880.0,10480.0
417,2,6,25855.0,31490.0,37640.0,5635.0,6150.0,11785.0
418,8,3,25860.0,31450.0,32820.0,5590.0,1370.0,6960.0
419,0,8,25875.0,36375.0,37305.0,10500.0,930.0,11430.0
420,7,0,25900.0,34895.0,36375.0,8995.0,1480.0,10475.0
421,1,0,25925.0,28700.0,30525.0,2775.0,1825.0,4600.0
422,8,5,25930.0,36790.0,44115.0,10860.0,7325.0,18185.0
423,6,0,25945.0,45270.0,51125.0,19325.0,5855.0,25180.0
424,6,0,25955.0,45270.0,51125.0,19315.0,5855.0,25170.0
425,6,9,25985.0,45270.0,51490.0,19285.0,6220.0,25505.0
426,6,8,25990.0,45270.0,52050.0,19280.0,6780.0,26060.0
427,3,1,25995.0,31040.0,34550.0,5045.0,3510.0,8555.0
428,0,7,26005.0,36375.0,42525.0,10370.0,6150.0,16520.0
429,6,5,26005.0,45270.0,51745.0,19265.0,6475.0,25740.0
430,0,8,26035.0,36375.0,37305.0,10340.0,930.0,11270.0
431,6,0,26045.0,45270.0,51125.0,19225.0,5855.0,25080.0
432,6,0,26055.0,45270.0,51125.0,19215.0,5855.0,25070.0
433,4,6,26060.0,37675.0,38155.0,11615.0,480.0,12095.0
434,6,4,26080.0,45270.0,52420.0,19190.0,7150.0,26340.0
435,2,9,26100.0,31490.0,36225.0,5390.0,4735.0,10125.0
436,6,1,26100.0,45270.0,49295.0,19170.0,4025.0,23195.0
437,8,6,26135.0,36790.0,37640.0,10655.0,850.0,11505.0
438,0,6,26175.0,36375.0,38155.0,10200.0,1780.0,11980.0
439,8,6,26175.0,37305.0,38155.0,11130.0,850.0,11980.0
440,9,0,26185.0,30890.0,38155.0,4705.0,7265.0,11970.0
441,2,0,26190.0,32005.0,36375.0,5815.0,4370.0,10185.0
442,6,1,26190.0,45270.0,49295.0,19080.0,4025.0,23105.0
443,4,2,26230.0,37675.0,39635.0,11445.0,1960.0,13405.0
444,5,3,26240.0,36485.0,38155.0,10245.0,1670.0,11915.0
445,4,2,26250.0,39450.0,41415.0,13200.0,1965.0,15165.0
446,7,0,26255.0,36675.0,38155.0,10420.0,1480.0,11900.0
447,6,3,26260.0,45270.0,45785.0,19010.0,515.0,19525.0
448,2,0,26265.0,32005.0,36375.0,5740.0,4370.0,10110.0
449,6,3,26280.0,45270.0,45785.0,18990.0,515.0,19505.0
450,6,0,26290.0,45785.0,51640.0,19495.0,5855.0,25350.0
451,0,6,26320.0,36375.0,38155.0,10055.0,1780.0,11835.0
452,3,6,26365.0,31040.0,38155.0,4675.0,7115.0,11790.0
453,0,6,26385.0,36375.0,38155.0,9990.0,1780.0,11770.0
454,4,6,26395.0,39450.0,39935.0,13055.0,485.0,13540.0
455,6,3,26395.0,45785.0,46300.0,19390.0,515.0,19905.0
456,6,0,26395.0,45785.0,51640.0,19390.0,5855.0,25245.0
457,0,6,26400.0,36375.0,38155.0,9975.0,1780.0,11755.0
458,7,6,26425.0,36675.0,39935.0,10250.0,3260.0,13510.0
459,6,0,26435.0,45785.0,51640.0,19350.0,5855.0,25205.0
460,7,4,26435.0,42010.0,44790.0,15575.0,2780.0,18355.0
461,6,8,26480.0,45785.0,52565.0,19305.0,6780.0,26085.0
462,6,0,26485.0,45785.0,51640.0,19300.0,5855.0,25155.0
463,0,4,26495.0,36375.0,37675.0,9880.0,1300.0,11180.0
464,9,1,26495.0,30890.0,36330.0,4395.0,5440.0,9835.0
465,0,9,26500.0,36375.0,36745.0,9875.0,370.0,10245.0
466,6,0,26500.0,45785.0,51640.0,19285.0,5855.0,25140.0
467,6,9,26505.0,45785.0,52005.0,19280.0,6220.0,25500.0
468,3,4,26510.0,32820.0,39450.0,6310.0,6630.0,12940.0
469,6,2,26535.0,45785.0,47265.0,19250.0,1480.0,20730.0
470,2,6,26555.0,32005.0,38155.0,5450.0,6150.0,11600.0
471,6,0,26585.0,45785.0,51640.0,19200.0,5855.0,25055.0
472,0,2,26600.0,38155.0,41415.0,11555.0,3260.0,14815.0
473,8,0,26615.0,37305.0,44010.0,10690.0,6705.0,17395.0
474,0,6,26620.0,38155.0,39935.0,11535.0,1780.0,13315.0
475,8,9,26635.0,37305.0,44375.0,10670.0,7070.0,17740.0
476,0,5,26640.0,38155.0,38775.0,11515.0,620.0,12135.0
477,7,0,26640.0,42525.0,44010.0,15885.0,1485.0,17370.0
478,8,6,26650.0,44420.0,45270.0,17770.0,850.0,18620.0
479,0,6,26655.0,38155.0,39935.0,11500.0,1780.0,13280.0
480,4,6,26660.0,39450.0,39935.0,12790.0,485.0,13275.0
481,6,2,26670.0,45785.0,47265.0,19115.0,1480.0,20595.0
482,3,2,26675.0,38155.0,39120.0,11480.0,965.0,12445.0
483,2,0,26695.0,32005.0,36375.0,5310.0,4370.0,9680.0
484,0,4,26705.0,38155.0,39450.0,11450.0,1295.0,12745.0
485,6,9,26725.0,47565.0,53780.0,20840.0,6215.0,27055.0
486,0,7,26735.0,38155.0,44305.0,11420.0,6150.0,17570.0
487,6,8,26745.0,47565.0,54345.0,20820.0,6780.0,27600.0
488,8,6,26745.0,44420.0,45270.0,17675.0,850.0,18525.0
489,0,6,26765.0,38155.0,39935.0,11390.0,1780.0,13170.0
490,2,6,26785.0,32005.0,38155.0,5220.0,6150.0,11370.0
491,6,0,26800.0,47565.0,53415.0,20765.0,5850.0,26615.0
492,1,0,26805.0,28700.0,30525.0,1895.0,1825.0,3720.0
493,5,2,26805.0,37000.0,39635.0,10195.0,2635.0,12830.0
494,7,6,26840.0,42525.0,45785.0,15685.0,3260.0,18945.0
495,3,6,26855.0,38155.0,45270.0,11300.0,7115.0,18415.0
496,6,0,26855.0,47565.0,53415.0,20710.0,5850.0,26560.0
497,6,7,26870.0,47565.0,51935.0,20695.0,4370.0,25065.0
498,0,5,26880.0,38155.0,38775.0,11275.0,620.0,11895.0
499,6,5,26880.0,47565.0,54035.0,20685.0,6470.0,27155.0
500,6,0,26895.0,47565.0,53415.0,20670.0,5850.0,26520.0
501,9,6,26940.0,30890.0,32300.0,3950.0,1410.0,5360.0
502,5,6,26950.0,37000.0,38155.0,10050.0,1155.0,11205.0
503,7,2,26955.0,42525.0,47265.0,15570.0,4740.0,20310.0
504,0,6,27035.0,43490.0,45270.0,16455.0,1780.0,18235.0
505,6,5,27040.0,47565.0,54035.0,20525.0,6470.0,26995.0
506,4,6,27060.0,39450.0,39935.0,12390.0,485.0,12875.0
507,6,0,27095.0,47565.0,53415.0,20470.0,5850.0,26320.0
508,0,5,27100.0,43490.0,44115.0,16390.0,625.0,17015.0
509,6,1,27100.0,47565.0,51590.0,20465.0,4025.0,24490.0
510,9,1,27110.0,30890.0,36330.0,3780.0,5440.0,9220.0
511,6,2,27125.0,52900.0,54380.0,25775.0,1480.0,27255.0
512,0,6,27130.0,43490.0,45270.0,16360.0,1780.0,18140.0
513,9,3,27140.0,36225.0,38155.0,9085.0,1930.0,11015.0
514,0,6,27150.0,43490.0,45270.0,16340.0,1780.0,18120.0
515,0,4,27155.0,43490.0,44790.0,16335.0,1300.0,17635.0
516,6,1,27160.0,52900.0,56925.0,25740.0,4025.0,29765.0
517,0,6,27215.0,43490.0,45270.0,16275.0,1780.0,18055.0
518,8,9,27215.0,44935.0,52005.0,17720.0,7070.0,24790.0
519,3,2,27220.0,38155.0,39120.0,10935.0,965.0,11900.0
520,0,8,27225.0,43490.0,44420.0,16265.0,930.0,17195.0
521,2,4,27265.0,33785.0,39450.0,6520.0,5665.0,12185.0
522,7,0,27295.0,42525.0,44010.0,15230.0,1485.0,16715.0
525,6,2,27315.0,52900.0,54380.0,25585.0,1480.0,27065.0
528,9,6,27375.0,36225.0,37640.0,8850.0,1415.0,10265.0
530,5,0,27390.0,38775.0,45785.0,11385.0,7010.0,18395.0
532,6,3,27395.0,52900.0,53415.0,25505.0,515.0,26020.0
533,8,0,27405.0,44935.0,51640.0,17530.0,6705.0,24235.0
534,7,6,27425.0,42525.0,45785.0,15100.0,3260.0,18360.0
537,0,4,27495.0,43490.0,44790.0,15995.0,1300.0,17295.0
538,2,3,27495.0,33785.0,40450.0,6290.0,6665.0,12955.0
539,7,8,27515.0,42525.0,44935.0,15010.0,2410.0,17420.0
540,0,6,27525.0,43490.0,45270.0,15965.0,1780.0,17745.0
541,3,7,27540.0,38670.0,42525.0,11130.0,3855.0,14985.0
542,3,0,27540.0,40450.0,45785.0,12910.0,5335.0,18245.0
544,7,9,27555.0,42525.0,44375.0,14970.0,1850.0,16820.0
547,4,6,27575.0,44790.0,45270.0,17215.0,480.0,17695.0
548,7,6,27580.0,44305.0,47565.0,16725.0,3260.0,19985.0
550,6,2,27625.0,53415.0,54895.0,25790.0,1480.0,27270.0
551,0,2,27630.0,43490.0,46750.0,15860.0,3260.0,19120.0
552,0,8,27650.0,44010.0,44935.0,16360.0,925.0,17285.0
553,5,6,27675.0,38775.0,39935.0,11100.0,1160.0,12260.0
556,7,4,27700.0,44305.0,47085.0,16605.0,2780.0,19385.0
557,0,6,27730.0,44010.0,45785.0,16280.0,1775.0,18055.0
558,8,3,27740.0,46710.0,48080.0,18970.0,1370.0,20340.0
561,7,6,27810.0,49640.0,52900.0,21830.0,3260.0,25090.0
562,0,4,27820.0,44010.0,45305.0,16190.0,1295.0,17485.0
564,9,1,27845.0,36225.0,41665.0,8380.0,5440.0,13820.0
565,3,6,27890.0,40450.0,47565.0,12560.0,7115.0,19675.0
566,0,4,27895.0,44010.0,45305.0,16115.0,1295.0,17410.0
568,4,6,27940.0,44790.0,45270.0,16850.0,480.0,17330.0
569,0,6,27960.0,44010.0,45785.0,16050.0,1775.0,17825.0
570,0,6,27975.0,44010.0,45785.0,16035.0,1775.0,17810.0
571,1,0,27975.0,34035.0,35860.0,6060.0,1825.0,7885.0
573,7,0,28010.0,51935.0,53415.0,23925.0,1480.0,25405.0
574,6,3,28015.0,55195.0,55710.0,27180.0,515.0,27695.0
575,2,6,28020.0,39120.0,45270.0,11100.0,6150.0,17250.0
576,5,7,28020.0,38775.0,44305.0,10755.0,5530.0,16285.0
579,0,3,28095.0,44010.0,46300.0,15915.0,2290.0,18205.0
581,1,6,28115.0,34550.0,38155.0,6435.0,3605.0,10040.0
583,1,6,28145.0,34550.0,38155.0,6405.0,3605.0,10010.0
584,9,4,28145.0,36745.0,37675.0,8600.0,930.0,9530.0
591,7,0,28305.0,51935.0,53415.0,23630.0,1480.0,25110.0
593,8,7,28310.0,52050.0,57275.0,23740.0,5225.0,28965.0
596,0,6,28355.0,44010.0,45785.0,15655.0,1775.0,17430.0
597,3,6,28370.0,40450.0,47565.0,12080.0,7115.0,19195.0
598,5,0,28390.0,38775.0,45785.0,10385.0,7010.0,17395.0
599,2,6,28440.0,39120.0,45270.0,10680.0,6150.0,16830.0
602,1,6,28505.0,36330.0,39935.0,7825.0,3605.0,11430.0
603,2,6,28515.0,39120.0,45270.0,10605.0,6150.0,16755.0
604,8,6,28515.0,52050.0,52900.0,23535.0,850.0,24385.0
606,0,8,28525.0,45785.0,46710.0,17260.0,925.0,18185.0
609,0,6,28550.0,45785.0,47565.0,17235.0,1780.0,19015.0
610,8,6,28570.0,52050.0,52900.0,23480.0,850.0,24330.0
611,2,0,28585.0,39120.0,43490.0,10535.0,4370.0,14905.0
613,1,6,28605.0,36330.0,39935.0,7725.0,3605.0,11330.0
614,1,3,28610.0,36330.0,40450.0,7720.0,4120.0,11840.0
618,0,1,28680.0,45785.0,51590.0,17105.0,5805.0,22910.0
619,9,6,28685.0,36745.0,38155.0,8060.0,1410.0,9470.0
620,9,6,28730.0,43860.0,45270.0,15130.0,1410.0,16540.0
621,0,7,28735.0,45785.0,51935.0,17050.0,6150.0,23200.0
622,5,6,28740.0,38775.0,39935.0,10035.0,1160.0,11195.0
624,0,5,28770.0,45785.0,46405.0,17015.0,620.0,17635.0
626,9,0,28790.0,44375.0,51640.0,15585.0,7265.0,22850.0
627,3,4,28795.0,40450.0,47085.0,11655.0,6635.0,18290.0
628,7,9,28795.0,51935.0,53780.0,23140.0,1845.0,24985.0
630,0,3,28800.0,45785.0,48080.0,16985.0,2295.0,19280.0
631,5,2,28860.0,44115.0,46750.0,15255.0,2635.0,17890.0
632,0,3,28890.0,45785.0,48080.0,16895.0,2295.0,19190.0
633,9,4,28895.0,44375.0,45305.0,15480.0,930.0,16410.0
634,4,6,28900.0,44790.0,45270.0,15890.0,480.0,16370.0
635,4,7,28900.0,44790.0,49640.0,15890.0,4850.0,20740.0
637,3,6,28920.0,45785.0,52900.0,16865.0,7115.0,23980.0
640,3,6,28975.0,45785.0,52900.0,16810.0,7115.0,23925.0
641,0,6,28980.0,45785.0,47565.0,16805.0,1780.0,18585.0
643,0,6,28995.0,45785.0,47565.0,16790.0,1780.0,18570.0
644,1,6,29000.0,36330.0,39935.0,7330.0,3605.0,10935.0
645,9,6,29050.0,44375.0,45785.0,15325.0,1410.0,16735.0
646,0,3,29055.0,51125.0,53415.0,22070.0,2290.0,24360.0
647,3,6,29075.0,46300.0,53415.0,17225.0,7115.0,24340.0
648,4,8,29095.0,45305.0,52565.0,16210.0,7260.0,23470.0
653,0,8,29195.0,51125.0,52050.0,21930.0,925.0,22855.0
654,9,6,29195.0,44375.0,45785.0,15180.0,1410.0,16590.0
655,2,6,29205.0,39120.0,45270.0,9915.0,6150.0,16065.0
658,0,4,29240.0,51125.0,52420.0,21885.0,1295.0,23180.0
661,0,2,29265.0,51125.0,54380.0,21860.0,3255.0,25115.0
662,0,6,29285.0,51125.0,52900.0,21840.0,1775.0,23615.0
664,4,8,29290.0,45305.0,52565.0,16015.0,7260.0,23275.0
666,4,0,29320.0,45305.0,51640.0,15985.0,6335.0,22320.0
667,3,6,29325.0,46300.0,53415.0,16975.0,7115.0,24090.0
669,9,6,29350.0,44375.0,45785.0,15025.0,1410.0,16435.0
670,9,0,29355.0,46150.0,53415.0,16795.0,7265.0,24060.0
671,0,2,29360.0,51125.0,54380.0,21765.0,3255.0,25020.0
672,4,8,29360.0,45305.0,52565.0,15945.0,7260.0,23205.0
673,5,6,29360.0,44115.0,45270.0,14755.0,1155.0,15910.0
675,0,7,29405.0,51125.0,57275.0,21720.0,6150.0,27870.0
678,0,1,29415.0,51640.0,57445.0,22225.0,5805.0,28030.0
679,0,6,29435.0,51640.0,53415.0,22205.0,1775.0,23980.0
681,9,3,29450.0,46150.0,48080.0,16700.0,1930.0,18630.0
684,0,2,29540.0,51640.0,54895.0,22100.0,3255.0,25355.0
686,2,4,29550.0,39120.0,44790.0,9570.0,5670.0,15240.0
688,3,0,29565.0,48080.0,53415.0,18515.0,5335.0,23850.0
690,5,1,29570.0,46405.0,51590.0,16835.0,5185.0,22020.0
692,3,0,29575.0,48080.0,53415.0,18505.0,5335.0,23840.0
695,0,4,29645.0,51640.0,52935.0,21995.0,1295.0,23290.0
696,0,6,29645.0,51640.0,53415.0,21995.0,1775.0,23770.0
699,0,6,29675.0,51640.0,53415.0,21965.0,1775.0,23740.0
700,4,6,29675.0,47085.0,47565.0,17410.0,480.0,17890.0
705,2,9,29720.0,39635.0,44375.0,9915.0,4740.0,14655.0
706,2,6,29750.0,39635.0,45785.0,9885.0,6150.0,16035.0
708,0,6,29760.0,51640.0,53415.0,21880.0,1775.0,23655.0
710,2,6,29780.0,39635.0,45785.0,9855.0,6150.0,16005.0
711,0,6,29800.0,51640.0,53415.0,21840.0,1775.0,23615.0
712,1,0,29800.0,41665.0,43490.0,11865.0,1825.0,13690.0
715,5,6,29845.0,46405.0,47565.0,16560.0,1160.0,17720.0
720,9,6,29920.0,51490.0,52900.0,21570.0,1410.0,22980.0
722,5,7,29935.0,46405.0,51935.0,16470.0,5530.0,22000.0
723,3,6,29940.0,48080.0,55195.0,18140.0,7115.0,25255.0
724,0,2,29945.0,51640.0,54895.0,21695.0,3255.0,24950.0
725,0,3,29960.0,51640.0,53930.0,21680.0,2290.0,23970.0
726,9,2,29990.0,52005.0,54895.0,22015.0,2890.0,24905.0
727,3,6,29995.0,48080.0,55195.0,18085.0,7115.0,25200.0
728,0,6,30000.0,53415.0,55195.0,23415.0,1780.0,25195.0
731,8,6,30020.0,52565.0,53415.0,22545.0,850.0,23395.0
735,0,6,30060.0,53415.0,55195.0,23355.0,1780.0,25135.0
736,1,6,30060.0,49295.0,52900.0,19235.0,3605.0,22840.0
738,0,6,30095.0,53415.0,55195.0,23320.0,1780.0,25100.0
739,4,3,30110.0,47085.0,48080.0,16975.0,995.0,17970.0
740,0,9,30115.0,53415.0,53780.0,23300.0,365.0,23665.0
741,9,3,30125.0,52005.0,53930.0,21880.0,1925.0,23805.0
742,0,6,30130.0,53415.0,55195.0,23285.0,1780.0,25065.0
743,2,9,30130.0,41415.0,46150.0,11285.0,4735.0,16020.0
746,2,6,30170.0,41415.0,47565.0,11245.0,6150.0,17395.0
747,8,2,30195.0,52565.0,54895.0,22370.0,2330.0,24700.0
748,5,6,30220.0,51745.0,52900.0,21525.0,1155.0,22680.0
749,0,3,30235.0,53415.0,55710.0,23180.0,2295.0,25475.0
750,5,6,30255.0,54035.0,55195.0,23780.0,1160.0,24940.0
752,2,6,30310.0,41415.0,47565.0,11105.0,6150.0,17255.0
755,5,6,30330.0,54035.0,55195.0,23705.0,1160.0,24865.0
757,0,6,30385.0,53415.0,55195.0,23030.0,1780.0,24810.0
758,1,0,30390.0,49295.0,51125.0,18905.0,1830.0,20735.0
760,4,1,30395.0,52420.0,56925.0,22025.0,4505.0,26530.0
762,9,3,30395.0,53780.0,55710.0,23385.0,1930.0,25315.0
764,0,6,30445.0,53415.0,55195.0,22970.0,1780.0,24750.0
766,0,3,30465.0,53415.0,55710.0,22950.0,2295.0,25245.0
767,3,6,30465.0,48080.0,55195.0,17615.0,7115.0,24730.0
784,1,6,30695.0,51590.0,55195.0,20895.0,3605.0,24500.0
785,2,3,30705.0,46750.0,53415.0,16045.0,6665.0,22710.0
789,1,3,30730.0,51590.0,55710.0,20860.0,4120.0,24980.0
794,3,1,30870.0,53415.0,56925.0,22545.0,3510.0,26055.0
799,4,6,30910.0,52935.0,53415.0,22025.0,480.0,22505.0
804,2,0,30995.0,46750.0,51125.0,15755.0,4375.0,20130.0
807,3,2,31050.0,53930.0,54895.0,22880.0,965.0,23845.0
827,2,6,31290.0,46750.0,52900.0,15460.0,6150.0,21610.0
832,2,6,31320.0,47265.0,53415.0,15945.0,6150.0,22095.0
834,8,4,31335.0,52565.0,52935.0,21230.0,370.0,21600.0
835,2,6,31355.0,47265.0,53415.0,15910.0,6150.0,22060.0
837,1,2,31365.0,51590.0,56675.0,20225.0,5085.0,25310.0
841,9,6,31435.0,53780.0,55195.0,22345.0,1415.0,23760.0
864,2,0,31850.0,47265.0,51640.0,15415.0,4375.0,19790.0
