Delivered,Undelivered,AvgWait,P90Wait,AvgRide,AvgTotal,MeanOccupancy,EmptyTravelDistance,BusCount,DeliveredCoV
756,700,8931.89,20705.00,3551.04,12482.93,16.69,255.70,3,0.1291
